GuestID,Status,RoomGroupID,CreatedDate,ArrivalDate,DepartureDate,RoomPrice,Channel,RoomNo,Country,Adults,Children,TotalPayment
58253,O,1,2019-02-18,2019-02-22,2019-02-23,191.82,,274.0,jp,1,0,198.79
45751,O,1,2019-02-18,2019-02-28,2019-03-01,213.14,,704.0,cn,0,0,214.66
44865,O,1,2019-02-18,2019-02-28,2019-03-01,213.99,other,713.0,kr,0,0,221.91
59314,O,1,2019-02-18,2019-03-02,2019-03-04,307.11,,730.0,kr,1,0,621.98
59022,O,1,2019-02-18,2019-03-04,2019-03-09,193.23,,359.0,jp,0,0,977.6
59241,O,1,2019-02-18,2019-03-05,2019-03-06,201.18,online,440.0,tw,2,0,201.47
59038,O,1,2019-02-18,2019-03-06,2019-03-10,246.73,,469.0,hu,1,0,999.46
59951,O,1,2019-02-18,2019-03-08,2019-03-15,216.07,,551.0,ph,0,0,1525.17
58373,O,1,2019-02-18,2019-03-11,2019-03-16,250.18,,308.0,jp,0,0,1262.79
50417,O,1,2019-02-18,2019-03-12,2019-03-26,151.31,online,545.0,ch,1,0,2127.54
59942,O,1,2019-02-18,2019-03-13,2019-03-14,211.47,online,327.0,br,2,0,224.48
60225,O,1,2019-02-18,2019-03-14,2019-03-15,212.0,other,407.0,us,2,0,212.52
60588,O,1,2019-02-18,2019-03-14,2019-03-18,99.89,other,659.0,au,1,0,413.13
61335,O,1,2019-02-18,2019-03-20,2019-03-23,146.55,online,723.0,kr,0,0,451.2
61278,O,1,2019-02-18,2019-03-22,2019-03-25,187.42,,709.0,jp,0,0,567.36
47264,O,2,2019-02-18,2019-04-05,2019-04-06,193.21,online,546.0,jp,0,0,196.06
38416,O,1,2019-02-18,2019-04-20,2019-04-21,218.47,,618.0,jp,2,0,231.42
66489,O,1,2019-02-18,2019-05-02,2019-05-05,93.67,,524.0,id,2,0,282.28
72744,O,1,2019-02-18,2020-01-30,2020-02-01,67.69,,419.0,gb,2,0,141.08
24533,O,2,2019-02-19,2019-02-22,2019-02-23,239.97,online,652.0,hk,3,0,250.13
57704,O,2,2019-02-19,2019-02-22,2019-02-23,251.02,other,568.0,cn,3,0,255.25
58021,O,1,2019-02-19,2019-02-22,2019-02-24,213.37,other,230.0,au,1,0,429.22
30989,O,1,2019-02-19,2019-02-26,2019-03-01,187.68,,657.0,fr,1,0,573.79
48968,O,1,2019-02-19,2019-02-28,2019-03-06,94.32,,218.0,sg,1,0,566.49
58696,O,1,2019-02-19,2019-03-01,2019-03-04,238.03,,217.0,au,3,0,727.38
47187,O,1,2019-02-19,2019-03-03,2019-03-06,222.26,,759.0,se,0,0,676.33
59497,O,1,2019-02-19,2019-03-05,2019-03-07,217.6,,303.0,us,2,0,436.93
59472,O,1,2019-02-19,2019-03-06,2019-03-08,178.05,other,738.0,cn,3,0,357.65
59437,O,1,2019-02-19,2019-03-06,2019-03-12,255.73,other,239.0,us,2,0,1540.4
6811,O,1,2019-02-19,2019-03-10,2019-03-17,174.46,offline,419.0,us,2,0,1223.95
61760,O,1,2019-02-19,2019-03-25,2019-03-26,214.9,,730.0,my,1,0,218.41
62913,O,1,2019-02-19,2019-04-03,2019-04-06,255.14,,612.0,us,0,1,778.48
69796,O,1,2019-02-19,2019-08-19,2019-08-23,227.83,,359.0,nz,2,0,921.56
57334,O,1,2019-02-20,2019-02-23,2019-02-24,193.02,online,231.0,ph,2,0,193.97
56806,O,1,2019-02-20,2019-02-23,2019-02-24,229.73,online,707.0,kh,2,0,241.67
48538,O,1,2019-02-20,2019-02-23,2019-02-24,204.88,other,467.0,gb,2,0,207.36
56026,O,1,2019-02-20,2019-02-24,2019-02-25,287.57,other,332.0,au,2,0,290.28
59151,O,1,2019-02-20,2019-03-05,2019-03-09,241.02,,613.0,jp,2,0,969.17
43263,O,1,2019-02-20,2019-03-10,2019-03-11,202.25,other,619.0,id,0,0,203.62
59405,O,1,2019-02-20,2019-03-26,2019-03-29,239.97,other,240.0,gb,1,0,726.47
71680,O,1,2019-02-20,2019-10-18,2019-10-19,246.49,,729.0,gb,2,0,247.44
72397,O,2,2019-02-20,2019-12-28,2019-12-31,229.41,online,760.0,fr,2,0,693.07
58247,O,1,2019-02-21,2019-02-24,2019-02-25,220.66,other,228.0,us,2,0,229.36
57283,O,1,2019-02-21,2019-02-24,2019-02-25,126.51,,338.0,in,1,0,131.96
59329,O,1,2019-02-21,2019-03-07,2019-03-08,292.35,,555.0,nl,1,0,294.51
59463,O,1,2019-02-21,2019-03-07,2019-03-08,216.69,other,604.0,us,2,0,220.89
57473,N,3,2019-02-21,2019-03-14,2019-03-15,188.27,offline,501.0,,1,0,188.53
61051,O,2,2019-02-21,2019-03-22,2019-03-23,227.18,,562.0,sg,1,0,238.05
49293,O,1,2019-02-21,2019-04-10,2019-04-11,226.63,,513.0,in,3,0,232.8
57428,O,1,2019-02-21,2019-05-05,2019-05-06,203.09,,445.0,de,2,0,209.63
58555,O,1,2019-02-21,2019-06-27,2019-06-28,242.84,other,313.0,gb,1,0,254.36
72216,O,1,2019-02-21,2019-11-29,2019-12-03,174.2,other,620.0,it,3,0,708.38
58031,O,1,2019-02-22,2019-02-25,2019-02-26,221.02,,275.0,th,1,0,221.78
58989,N,2,2019-02-22,2019-03-04,2019-03-05,0.0,,750.0,,1,0,10.66
58591,O,1,2019-02-22,2019-03-05,2019-03-06,212.36,other,333.0,id,2,0,220.03
37779,O,1,2019-02-22,2019-03-05,2019-03-08,296.09,,643.0,cn,1,0,901.06
38288,O,1,2019-02-22,2019-03-12,2019-03-15,241.81,other,640.0,gb,0,0,732.59
3826,O,2,2019-02-22,2019-03-15,2019-03-18,171.36,other,348.0,cn,2,0,520.24
60278,O,2,2019-02-22,2019-03-16,2019-03-17,241.34,other,748.0,,1,0,247.66
60964,O,1,2019-02-22,2019-03-22,2019-03-23,243.19,other,606.0,an,2,0,249.36
61558,O,1,2019-02-22,2019-03-24,2019-03-27,231.05,,510.0,in,1,0,695.59
69562,O,2,2019-02-22,2019-06-29,2019-07-03,189.4,,654.0,us,1,0,759.66
69796,O,1,2019-02-22,2019-07-10,2019-07-12,244.0,,755.0,nz,2,0,489.97
56670,O,1,2019-02-23,2019-02-26,2019-02-27,220.7,,628.0,sg,0,0,234.38
58043,O,1,2019-02-23,2019-02-26,2019-02-27,289.3,,763.0,sg,2,0,295.44
57852,O,1,2019-02-23,2019-02-26,2019-02-27,225.49,,217.0,no,1,0,228.02
58292,O,1,2019-02-23,2019-02-26,2019-03-08,204.22,other,206.0,in,2,0,2047.35
59063,O,1,2019-02-23,2019-03-04,2019-03-05,162.3,offline,271.0,pt,1,0,168.23
59969,O,1,2019-02-23,2019-03-10,2019-03-19,240.55,other,312.0,gb,3,0,2167.96
61060,O,1,2019-02-23,2019-03-18,2019-03-23,191.4,offline,375.0,in,1,0,958.22
38339,O,1,2019-02-23,2019-03-20,2019-03-21,224.85,,249.0,gb,1,0,234.16
61928,O,1,2019-02-23,2019-04-05,2019-04-06,130.37,other,726.0,au,2,0,141.81
31108,O,2,2019-02-23,2019-04-05,2019-04-08,138.24,other,252.0,cn,2,0,420.51
63238,O,2,2019-02-23,2019-04-09,2019-04-10,208.55,,260.0,th,2,0,217.34
67442,O,1,2019-02-23,2019-06-09,2019-06-10,173.29,other,441.0,nz,1,0,177.9
71533,O,1,2019-02-23,2019-10-02,2019-10-07,219.65,online,765.0,au,2,0,1099.25
57952,O,1,2019-02-24,2019-02-27,2019-02-28,228.6,other,549.0,us,2,0,241.97
59228,O,2,2019-02-24,2019-03-05,2019-03-06,225.94,,552.0,ph,2,0,228.17
43137,O,1,2019-02-24,2019-03-05,2019-03-10,167.75,other,253.0,au,1,0,852.46
60239,O,1,2019-02-24,2019-03-13,2019-03-15,263.38,other,239.0,gb,1,0,526.97
65631,O,1,2019-02-24,2019-04-26,2019-04-29,127.88,offline,437.0,in,3,0,395.98
66489,O,1,2019-02-24,2019-05-03,2019-05-05,91.77,,522.0,id,2,0,188.81
57978,O,2,2019-02-25,2019-02-28,2019-03-01,257.74,other,364.0,in,0,0,264.07
57935,O,1,2019-02-25,2019-02-28,2019-03-01,225.81,,720.0,il,0,0,235.56
58605,O,3,2019-02-25,2019-03-08,2019-03-09,234.47,,701.0,ca,0,0,238.1
2712,O,1,2019-02-25,2019-03-08,2019-03-09,180.91,other,576.0,cn,1,0,185.59
59840,O,1,2019-02-25,2019-03-09,2019-03-20,196.75,,669.0,gb,2,0,2167.45
57017,O,2,2019-02-25,2019-03-10,2019-03-13,219.44,,650.0,th,0,0,670.62
48443,O,2,2019-02-25,2019-03-19,2019-03-22,214.81,online,270.0,pk,1,0,654.62
594,O,1,2019-02-25,2019-04-02,2019-04-11,222.37,other,545.0,us,2,0,2009.0
38416,O,1,2019-02-25,2019-04-04,2019-04-06,229.46,,714.0,jp,1,0,472.18
64497,O,1,2019-02-25,2019-04-15,2019-04-20,95.09,,555.0,kr,2,0,486.4
67759,O,1,2019-02-25,2019-05-17,2019-05-18,180.09,online,335.0,hk,3,0,186.45
68350,O,1,2019-02-25,2019-05-25,2019-05-28,153.72,other,272.0,us,3,0,471.28
71321,O,1,2019-02-25,2019-09-19,2019-09-22,282.19,online,534.0,au,2,0,854.21
55214,O,1,2019-02-26,2019-03-01,2019-03-02,205.14,,753.0,kr,1,0,213.28
58026,O,1,2019-02-26,2019-03-01,2019-03-02,241.78,other,734.0,gb,0,0,248.28
58084,O,2,2019-02-26,2019-03-01,2019-03-02,226.79,,754.0,tw,0,0,232.59
58251,O,1,2019-02-26,2019-03-01,2019-03-02,230.63,,209.0,us,2,0,243.3
58102,O,2,2019-02-26,2019-03-01,2019-03-02,233.89,,644.0,us,2,0,235.0
59632,O,1,2019-02-26,2019-03-05,2019-03-11,207.36,other,651.0,in,2,0,1250.22
59823,O,1,2019-02-26,2019-03-09,2019-03-11,173.03,,761.0,in,0,0,359.84
60131,O,1,2019-02-26,2019-03-10,2019-03-13,211.37,,615.0,th,1,0,647.78
60149,O,1,2019-02-26,2019-03-14,2019-03-15,206.26,,507.0,th,0,0,210.64
58605,O,1,2019-02-26,2019-03-23,2019-03-27,172.92,,717.0,ca,0,0,700.79
69493,O,1,2019-02-26,2019-06-25,2019-06-29,178.78,other,307.0,gb,4,1,720.01
70112,O,1,2019-02-26,2019-07-17,2019-07-23,162.12,online,502.0,cn,3,0,982.6
70793,O,1,2019-02-26,2019-08-19,2019-08-23,180.47,other,357.0,au,2,0,730.24
71680,O,1,2019-02-26,2019-10-16,2019-10-20,213.5,,713.0,gb,3,0,863.96
42607,O,1,2019-02-27,2019-03-02,2019-03-07,215.9,,734.0,id,2,0,1093.22
59890,O,1,2019-02-27,2019-03-09,2019-03-14,279.35,,749.0,in,2,0,1400.06
59924,O,1,2019-02-27,2019-03-11,2019-03-14,200.66,other,351.0,it,1,0,609.64
59907,O,1,2019-02-27,2019-03-13,2019-03-14,243.91,other,626.0,cn,1,0,245.91
60454,O,2,2019-02-27,2019-03-15,2019-03-16,63.0,,444.0,my,1,0,63.73
60763,O,1,2019-02-27,2019-03-15,2019-03-20,199.42,other,334.0,de,2,0,1007.72
39942,O,1,2019-02-27,2019-03-20,2019-03-22,275.02,other,516.0,fr,2,0,552.33
61060,O,1,2019-02-27,2019-03-22,2019-03-25,194.31,offline,307.0,in,2,0,591.02
61612,O,1,2019-02-27,2019-03-23,2019-03-31,190.73,,574.0,in,2,0,1527.78
61608,O,1,2019-02-27,2019-03-30,2019-04-01,211.35,online,311.0,gb,2,0,432.75
10069,O,1,2019-02-27,2019-03-31,2019-04-02,161.31,offline,634.0,cn,2,0,335.85
56134,O,1,2019-02-27,2019-04-02,2019-04-03,177.28,other,659.0,au,1,0,188.91
67270,O,1,2019-02-27,2019-05-10,2019-05-11,174.69,other,331.0,,0,0,182.57
69352,O,1,2019-02-27,2019-06-25,2019-06-27,208.09,,726.0,de,2,0,418.66
69493,O,1,2019-02-27,2019-06-28,2019-06-30,177.06,other,359.0,gb,2,1,356.15
72744,O,1,2019-02-27,2020-01-28,2020-02-01,66.29,,419.0,gb,2,0,265.23
58591,O,1,2019-02-28,2019-03-03,2019-03-04,222.93,other,502.0,id,0,0,233.56
57738,O,2,2019-02-28,2019-03-03,2019-03-04,335.54,,560.0,de,0,0,343.57
58313,O,2,2019-02-28,2019-03-03,2019-03-04,161.0,,350.0,gb,2,0,172.26
59192,O,2,2019-02-28,2019-03-03,2019-03-07,246.82,offline,758.0,in,1,0,991.12
59770,O,1,2019-02-28,2019-03-06,2019-03-15,172.7,,714.0,de,1,0,1564.16
59368,O,1,2019-02-28,2019-03-07,2019-03-08,298.25,,523.0,jp,1,0,303.32
59501,O,1,2019-02-28,2019-03-08,2019-03-09,215.61,,219.0,hk,1,0,218.55
60100,O,1,2019-02-28,2019-03-08,2019-03-16,236.83,online,503.0,gb,1,0,1905.43
44046,O,1,2019-02-28,2019-03-09,2019-03-14,213.27,other,765.0,us,1,0,1078.46
59590,O,2,2019-02-28,2019-03-12,2019-03-13,178.02,online,544.0,us,2,0,190.71
45391,O,2,2019-02-28,2019-03-15,2019-03-17,175.81,online,262.0,gb,1,0,355.61
60825,O,1,2019-02-28,2019-03-19,2019-03-22,284.26,other,463.0,my,0,0,854.99
61319,O,1,2019-02-28,2019-03-23,2019-03-26,218.41,other,238.0,gr,3,0,656.68
39829,O,1,2019-02-28,2019-03-27,2019-03-31,182.79,online,265.0,us,3,0,742.85
61978,O,1,2019-02-28,2019-03-28,2019-04-01,287.58,online,567.0,de,1,0,1152.56
57651,O,1,2019-02-28,2019-04-02,2019-04-05,211.46,,507.0,be,1,0,644.97
67759,O,1,2019-02-28,2019-05-20,2019-05-21,185.38,online,337.0,hk,3,0,189.9
72430,O,1,2019-02-28,2019-12-27,2020-01-03,137.71,other,217.0,gb,3,0,965.58
72222,O,1,2019-02-28,2020-01-03,2020-01-04,253.8,,416.0,gb,3,0,259.68
58095,O,1,2019-03-01,2019-03-04,2019-03-05,221.31,,414.0,tw,0,0,225.24
55906,O,1,2019-03-01,2019-03-04,2019-03-06,240.31,other,740.0,gb,0,0,494.08
59092,O,1,2019-03-01,2019-03-04,2019-03-06,207.52,online,502.0,es,2,0,425.18
59000,O,1,2019-03-01,2019-03-04,2019-03-07,308.9,,649.0,de,0,0,927.82
38335,O,1,2019-03-01,2019-03-14,2019-03-15,305.24,,704.0,hk,1,0,310.91
60474,O,1,2019-03-01,2019-03-17,2019-03-18,228.14,other,535.0,gb,2,0,230.01
60928,O,2,2019-03-01,2019-03-17,2019-03-22,273.3,other,466.0,cn,2,0,1367.24
61703,O,1,2019-03-01,2019-03-24,2019-03-26,238.36,offline,743.0,gb,2,0,483.92
61492,O,1,2019-03-01,2019-03-25,2019-03-27,127.89,other,331.0,gb,1,0,257.05
64349,O,2,2019-03-01,2019-04-15,2019-04-21,180.16,,752.0,gb,2,0,1092.78
71942,N,1,2019-03-01,2019-11-09,2019-11-11,183.79,other,335.0,,3,0,375.27
59314,O,1,2019-03-02,2019-03-05,2019-03-06,310.78,,729.0,kr,0,0,320.47
51684,O,1,2019-03-02,2019-03-05,2019-03-08,246.64,,653.0,jp,1,0,743.74
20257,O,1,2019-03-02,2019-03-19,2019-03-22,238.69,other,329.0,th,1,0,725.15
64180,O,1,2019-03-02,2019-04-12,2019-04-16,230.05,other,371.0,sg,2,0,933.25
68662,O,1,2019-03-02,2019-06-05,2019-06-06,242.67,,621.0,ph,3,0,244.67
71105,O,1,2019-03-02,2019-09-10,2019-09-11,165.29,online,475.0,kr,3,0,171.41
59059,O,1,2019-03-03,2019-03-06,2019-03-07,232.52,other,275.0,us,2,0,240.37
58441,O,1,2019-03-03,2019-03-06,2019-03-07,205.0,,551.0,gb,0,0,211.79
58180,O,1,2019-03-03,2019-03-06,2019-03-07,221.54,,205.0,us,0,0,233.81
59335,O,2,2019-03-03,2019-03-06,2019-03-09,220.88,other,354.0,cn,2,0,667.58
59141,O,1,2019-03-03,2019-03-06,2019-03-09,255.44,,647.0,nl,1,0,775.69
59371,O,1,2019-03-03,2019-03-06,2019-03-10,311.28,other,439.0,jp,1,0,1249.38
60144,O,2,2019-03-03,2019-03-09,2019-03-14,273.48,online,646.0,us,2,1,1379.18
59926,O,2,2019-03-03,2019-03-13,2019-03-14,172.95,online,460.0,au,1,0,180.67
60883,O,1,2019-03-03,2019-03-17,2019-03-23,215.05,other,304.0,in,1,0,1296.06
59769,O,2,2019-03-03,2019-03-28,2019-03-30,146.65,other,648.0,,2,0,306.35
67441,O,1,2019-03-03,2019-05-15,2019-05-16,152.92,other,657.0,nz,1,0,158.97
69421,O,1,2019-03-03,2019-06-26,2019-07-02,225.33,online,361.0,se,2,0,1361.62
71176,O,1,2019-03-03,2019-09-15,2019-09-16,168.33,other,675.0,au,1,0,181.61
59177,O,1,2019-03-04,2019-03-07,2019-03-08,192.4,offline,607.0,in,1,0,200.36
59313,O,1,2019-03-04,2019-03-07,2019-03-09,223.6,offline,703.0,au,1,0,456.14
25030,O,1,2019-03-04,2019-03-12,2019-03-18,227.51,,605.0,my,2,0,1372.22
59104,O,1,2019-03-04,2019-03-14,2019-03-22,206.19,,732.0,jp,2,0,1655.25
61190,O,1,2019-03-04,2019-03-19,2019-03-26,245.89,online,410.0,au,3,0,1721.64
61139,O,1,2019-03-04,2019-03-22,2019-03-23,266.27,,755.0,us,1,0,268.0
61707,O,1,2019-03-04,2019-03-26,2019-03-28,216.73,,577.0,gb,2,0,438.78
34133,O,1,2019-03-04,2019-04-03,2019-04-12,226.19,,712.0,de,1,0,2038.13
66490,O,1,2019-03-04,2019-05-03,2019-05-09,185.04,online,639.0,au,3,0,1117.47
69052,O,1,2019-03-04,2019-06-13,2019-06-15,189.2,other,767.0,nz,3,0,388.0
69999,O,1,2019-03-04,2019-07-18,2019-07-20,183.31,other,636.0,gb,1,0,379.62
70260,O,2,2019-03-04,2019-07-25,2019-07-29,195.57,,460.0,tw,3,0,784.62
3801,O,2,2019-03-05,2019-03-08,2019-03-09,177.69,other,546.0,cn,1,0,184.38
59329,O,1,2019-03-05,2019-03-08,2019-03-09,281.58,,555.0,nl,1,0,295.03
59709,O,1,2019-03-05,2019-03-10,2019-03-11,221.92,,509.0,id,1,0,233.2
60331,O,1,2019-03-05,2019-03-14,2019-03-18,246.11,other,367.0,it,1,0,996.43
12880,O,1,2019-03-05,2019-03-27,2019-03-28,204.3,other,659.0,my,3,0,208.47
61826,O,1,2019-03-05,2019-03-27,2019-03-30,195.45,,635.0,jp,0,0,587.62
61550,O,1,2019-03-05,2019-04-01,2019-04-04,212.43,other,451.0,au,0,0,638.04
62630,O,1,2019-03-05,2019-04-04,2019-04-05,231.21,,423.0,my,0,0,232.64
62914,O,2,2019-03-05,2019-04-05,2019-04-11,163.81,online,264.0,de,3,0,986.11
64398,O,1,2019-03-05,2019-04-19,2019-04-20,274.55,,408.0,nl,2,0,287.93
67324,O,1,2019-03-05,2019-05-11,2019-05-12,152.64,other,641.0,us,0,0,161.81
69466,O,1,2019-03-05,2019-06-27,2019-07-02,203.44,online,203.0,us,0,0,1027.29
69788,O,1,2019-03-05,2019-07-11,2019-07-12,228.34,online,749.0,au,3,0,230.42
71166,O,2,2019-03-05,2019-09-13,2019-09-14,119.68,,442.0,cn,1,0,120.61
71454,O,1,2019-03-05,2019-09-29,2019-10-02,205.07,online,608.0,nz,2,0,627.75
58919,O,1,2019-03-06,2019-03-09,2019-03-10,263.94,other,410.0,gb,1,0,270.13
58655,O,1,2019-03-06,2019-03-09,2019-03-10,203.61,,745.0,de,1,0,216.52
59426,O,1,2019-03-06,2019-03-09,2019-03-10,262.76,online,436.0,in,1,0,268.27
57870,O,1,2019-03-06,2019-03-09,2019-03-10,284.89,other,237.0,au,0,0,295.23
59172,O,1,2019-03-06,2019-03-09,2019-03-12,221.22,other,406.0,cn,1,0,676.55
60123,O,2,2019-03-06,2019-03-12,2019-03-14,243.1,other,254.0,es,1,0,487.67
21948,O,1,2019-03-06,2019-03-17,2019-03-18,241.64,other,613.0,gb,2,0,253.31
43859,O,1,2019-03-06,2019-03-21,2019-03-23,89.8,,520.0,sg,2,0,187.07
61605,O,1,2019-03-06,2019-03-26,2019-03-27,0.0,,724.0,in,1,0,6.62
62194,O,1,2019-03-06,2019-03-26,2019-03-31,234.01,,705.0,mx,3,0,1175.24
62007,O,1,2019-03-06,2019-03-31,2019-04-01,286.27,,747.0,my,1,1,295.98
13910,O,1,2019-03-06,2019-04-01,2019-04-03,156.68,other,543.0,cn,2,0,321.56
63569,O,1,2019-03-06,2019-04-09,2019-04-11,91.32,,740.0,kr,1,0,192.01
62226,O,1,2019-03-06,2019-04-16,2019-04-19,241.86,other,624.0,gb,1,0,734.68
66674,O,2,2019-03-06,2019-05-02,2019-05-05,160.65,other,352.0,cn,1,0,495.23
67783,O,1,2019-03-06,2019-05-20,2019-05-21,181.14,online,269.0,ru,2,0,184.29
68275,O,1,2019-03-06,2019-05-25,2019-05-26,139.61,offline,431.0,in,3,0,149.61
68769,O,1,2019-03-06,2019-06-05,2019-06-08,166.41,online,531.0,in,3,0,509.8
69224,O,2,2019-03-06,2019-06-16,2019-06-19,192.28,other,670.0,id,2,0,590.32
52843,O,1,2019-03-06,2019-08-17,2019-08-23,305.71,,720.0,jp,0,0,1836.21
58894,O,1,2019-03-07,2019-03-10,2019-03-11,255.52,other,510.0,my,1,0,256.12
59002,O,1,2019-03-07,2019-03-10,2019-03-11,54.58,,717.0,gb,3,0,57.51
59459,O,1,2019-03-07,2019-03-10,2019-03-11,275.37,,645.0,au,0,0,285.94
59644,O,1,2019-03-07,2019-03-10,2019-03-12,176.18,other,417.0,jp,0,0,358.36
57413,O,1,2019-03-07,2019-03-10,2019-03-13,245.32,other,522.0,gb,1,0,740.96
60098,O,1,2019-03-07,2019-03-10,2019-03-18,203.18,offline,274.0,in,2,0,1628.92
42258,O,1,2019-03-07,2019-03-10,2019-03-28,196.69,,667.0,jp,2,0,3542.8
37871,O,1,2019-03-07,2019-03-13,2019-03-17,266.46,offline,461.0,in,2,0,1077.22
6086,O,1,2019-03-07,2019-03-16,2019-03-19,215.66,online,355.0,de,2,0,658.05
55241,O,1,2019-03-07,2019-03-19,2019-03-21,248.79,offline,402.0,ph,1,0,510.8
60956,O,1,2019-03-07,2019-03-19,2019-03-21,228.93,other,328.0,my,0,0,459.85
61620,O,1,2019-03-07,2019-03-31,2019-04-03,222.84,offline,527.0,kr,0,0,680.49
63439,O,2,2019-03-07,2019-04-06,2019-04-09,228.34,online,746.0,jp,0,0,696.08
63700,O,1,2019-03-07,2019-04-09,2019-04-13,253.3,online,541.0,my,0,0,1020.74
63731,O,2,2019-03-07,2019-04-12,2019-04-16,266.11,online,362.0,ca,1,0,1067.66
64208,O,1,2019-03-07,2019-04-17,2019-04-18,182.9,online,329.0,ca,2,0,195.03
17384,O,1,2019-03-07,2019-04-17,2019-04-20,272.83,other,432.0,cn,2,0,822.63
67139,O,1,2019-03-07,2019-05-06,2019-05-12,215.24,,419.0,nz,3,0,1299.2
68876,O,2,2019-03-07,2019-06-09,2019-06-11,168.97,,666.0,us,1,0,344.11
69493,O,2,2019-03-07,2019-06-29,2019-06-30,181.82,other,358.0,gb,3,1,191.29
72292,O,1,2019-03-07,2019-12-11,2019-12-14,234.29,other,521.0,ie,3,0,707.62
58883,O,1,2019-03-08,2019-03-11,2019-03-12,171.32,,430.0,us,0,0,173.75
58983,O,1,2019-03-08,2019-03-11,2019-03-12,185.44,other,711.0,se,1,0,192.39
39927,O,1,2019-03-08,2019-03-19,2019-03-30,246.7,,641.0,us,0,0,2718.13
61312,O,2,2019-03-08,2019-03-22,2019-03-25,90.23,,666.0,cn,1,0,273.84
61562,O,1,2019-03-08,2019-03-22,2019-03-29,181.89,,712.0,cn,4,1,1280.87
1466,O,2,2019-03-08,2019-03-28,2019-03-29,263.35,online,544.0,jp,1,0,274.16
45688,O,1,2019-03-08,2019-04-19,2019-04-25,176.75,online,432.0,jp,2,0,1070.31
65135,O,2,2019-03-08,2019-04-24,2019-04-25,158.03,other,366.0,cn,3,0,160.34
61434,O,1,2019-03-08,2019-04-24,2019-05-03,227.02,,618.0,be,0,0,2055.91
67805,O,1,2019-03-08,2019-05-14,2019-05-20,177.49,other,436.0,us,2,0,1069.18
68528,O,2,2019-03-08,2019-05-31,2019-06-01,147.92,offline,344.0,cn,1,0,154.99
71463,O,2,2019-03-08,2019-09-30,2019-10-02,189.35,online,764.0,au,2,0,385.13
60101,O,1,2019-03-09,2019-03-12,2019-03-15,213.28,,657.0,kr,1,0,646.37
60186,O,1,2019-03-09,2019-03-13,2019-03-18,216.37,online,519.0,au,0,0,1084.46
60753,O,1,2019-03-09,2019-03-18,2019-03-20,200.55,,608.0,cn,1,0,402.95
58605,O,2,2019-03-09,2019-03-19,2019-03-21,245.55,online,652.0,us,2,0,497.95
59667,O,1,2019-03-09,2019-03-20,2019-03-21,194.25,,314.0,in,1,0,205.03
61201,O,1,2019-03-09,2019-03-23,2019-03-24,304.43,,517.0,cn,3,0,311.18
62007,O,2,2019-03-09,2019-03-30,2019-04-01,282.75,,748.0,my,0,1,577.88
66605,O,1,2019-03-09,2019-05-01,2019-05-05,162.22,,306.0,us,1,0,649.2
60092,O,1,2019-03-10,2019-03-13,2019-03-14,206.85,other,371.0,th,0,0,219.79
56020,O,1,2019-03-10,2019-03-17,2019-03-18,216.02,other,724.0,my,0,0,226.22
61071,O,1,2019-03-10,2019-03-21,2019-03-22,200.01,other,539.0,cn,1,0,202.88
60825,O,1,2019-03-10,2019-03-21,2019-03-22,279.0,other,528.0,my,2,0,279.66
28844,O,1,2019-03-10,2019-03-21,2019-03-26,241.12,other,375.0,gb,0,0,1218.31
61629,O,1,2019-03-10,2019-03-24,2019-03-25,214.49,,301.0,au,0,0,225.39
61564,O,1,2019-03-10,2019-03-25,2019-03-26,213.99,,714.0,cn,1,0,223.0
61550,O,1,2019-03-10,2019-03-26,2019-03-30,219.02,other,514.0,au,2,0,877.63
61970,O,1,2019-03-10,2019-03-26,2019-04-01,205.22,offline,403.0,kr,1,0,1238.26
62469,O,1,2019-03-10,2019-03-31,2019-04-02,181.13,,667.0,il,1,0,372.75
62435,O,1,2019-03-10,2019-03-31,2019-04-04,201.06,other,639.0,au,1,0,809.34
62574,O,2,2019-03-10,2019-04-01,2019-04-07,237.04,online,360.0,tw,2,0,1425.34
62914,O,2,2019-03-10,2019-04-04,2019-04-05,217.52,online,264.0,de,1,0,229.56
54892,O,2,2019-03-10,2019-05-15,2019-05-22,144.98,other,560.0,au,1,0,1014.92
14279,O,1,2019-03-11,2019-03-14,2019-03-15,289.49,other,237.0,cn,1,0,294.94
59081,O,1,2019-03-11,2019-03-14,2019-03-15,217.84,offline,509.0,au,0,0,228.23
63781,O,1,2019-03-11,2019-04-13,2019-04-18,230.05,online,667.0,au,1,0,1157.28
70841,O,1,2019-03-11,2019-08-20,2019-08-24,140.18,other,314.0,au,1,0,567.18
72113,O,1,2019-03-11,2019-11-19,2019-11-25,164.93,other,574.0,au,3,0,994.7
60041,O,1,2019-03-12,2019-03-15,2019-03-16,211.97,other,736.0,au,0,0,219.85
60003,O,1,2019-03-12,2019-03-15,2019-03-16,188.25,,763.0,gb,2,0,190.14
59059,O,1,2019-03-12,2019-03-17,2019-03-20,232.81,other,708.0,us,0,0,707.15
45316,O,1,2019-03-12,2019-03-28,2019-03-30,278.82,other,365.0,us,1,0,565.4
62253,O,1,2019-03-12,2019-03-28,2019-04-06,134.52,other,504.0,cn,2,0,1218.42
62294,O,1,2019-03-12,2019-03-30,2019-03-31,148.29,online,330.0,in,3,0,157.83
62396,O,1,2019-03-12,2019-04-01,2019-04-02,181.23,online,704.0,fr,1,0,187.04
